County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"Cleveland County, Arkansas",2009,8640,4231,4409,570.24,544.32,673.92,587.52,483.84,518.4,423.36,475.2,682.56,665.28,604.8,501.12,613.44,388.8,388.8,224.64,190.08,120.96
"Columbia County, Arkansas",2009,24292,11642,12650,1506.104,1433.228,1627.564,2089.112,1919.068,1676.148,1311.768,1384.644,1530.396,1700.44,1578.98,1408.936,1238.892,923.096,1020.264,777.344,534.424,607.3
"Conway County, Arkansas",2009,20619,10065,10554,1340.235,1257.759,1484.568,1463.949,1278.378,1113.426,1113.426,1443.33,1257.759,1608.282,1463.949,1422.711,1113.426,886.617,845.379,721.665,453.618,371.142
"Craighead County, Arkansas",2009,91474,44153,47321,6494.654,6128.758,6037.284,6494.654,6952.024,9238.874,6860.55,5671.388,6037.284,6037.284,5488.44,5214.018,4024.856,3201.59,2561.272,1920.954,1738.006,1463.584
"Crawford County, Arkansas",2009,58740,29012,29728,4229.28,4640.46,4111.8,4111.8,3524.4,3641.88,3994.32,3935.58,4053.06,4464.24,3994.32,3641.88,3054.48,2290.86,1879.68,1644.72,939.84,528.66
"Crittenden County, Arkansas",2009,52199,24780,27419,4436.915,4436.915,3810.527,4123.721,3653.93,3706.129,3340.736,3601.731,3340.736,3810.527,3497.333,2714.348,2453.353,1826.965,1096.179,991.781,835.184,521.99
"Cross County, Arkansas",2009,18801,9107,9694,1316.07,1203.264,1485.279,1372.473,1128.06,1109.259,1146.861,1090.458,1428.876,1353.672,1259.667,1165.662,1128.06,752.04,564.03,470.025,507.627,338.418
"Dallas County, Arkansas",2009,8214,3886,4328,583.194,501.054,616.05,533.91,427.128,451.77,435.342,427.128,640.692,451.77,689.976,616.05,501.054,377.844,369.63,238.206,180.708,164.28
"Desha County, Arkansas",2009,13737,6520,7217,1044.012,1140.171,851.694,961.59,934.116,796.746,728.061,673.113,879.168,989.064,1016.538,934.116,783.009,576.954,412.11,384.636,329.688,329.688
"Drew County, Arkansas",2009,18699,9154,9545,1196.736,1196.736,1252.833,1626.813,1327.629,1552.017,1271.532,710.562,1514.619,1308.93,1271.532,1065.843,953.649,673.164,654.465,430.077,317.883,411.378
"Faulkner County, Arkansas",2009,104468,50976,53492,7208.292,7208.292,6894.888,10969.14,12745.096,6372.548,6477.016,7103.824,7208.292,6894.888,5954.676,5118.932,4178.72,3134.04,2402.764,2089.36,1567.02,1149.148
"Franklin County, Arkansas",2009,18037,8730,9307,1046.146,1136.331,1388.849,1515.108,973.998,1010.072,992.035,685.406,1587.256,1262.59,1244.553,1136.331,992.035,775.591,757.554,559.147,703.443,270.555
"Fulton County, Arkansas",2009,11700,5625,6075,585,760.5,678.6,678.6,620.1,538.2,526.5,631.8,666.9,842.4,842.4,865.8,889.2,772.2,643.5,456.3,339.3,362.7
"Garland County, Arkansas",2009,96285,46891,49394,5680.815,5391.96,5680.815,5584.53,5006.82,5391.96,5006.82,5680.815,5873.385,6739.95,6643.665,7221.375,6258.525,5680.815,5103.105,4043.97,3177.405,2407.125
"Grant County, Arkansas",2009,17544,8716,8828,964.92,982.464,1368.432,1385.976,1035.096,1052.64,1087.728,1280.712,1315.8,1473.696,1263.168,1087.728,964.92,561.408,754.392,456.144,280.704,245.616
"Greene County, Arkansas",2009,40190,19749,20441,2813.3,2652.54,2853.49,2612.35,2411.4,2853.49,2773.11,2732.92,2933.87,2773.11,2612.35,2411.4,2130.07,1607.6,1406.65,1125.32,803.8,683.23
"Hempstead County, Arkansas",2009,23094,11585,11509,1662.768,1501.11,1732.05,1778.238,1524.204,1408.734,1593.486,1385.64,1616.58,1593.486,1593.486,1293.264,1131.606,923.76,808.29,484.974,438.786,623.538
"Hot Spring County, Arkansas",2009,31621,15789,15832,1897.26,2245.091,1834.018,2150.228,1707.534,2245.091,2023.744,2308.333,1802.397,2276.712,2339.954,2276.712,1802.397,1328.082,1169.977,980.251,758.904,537.557
"Howard County, Arkansas",2009,14253,6964,7289,1054.722,997.71,1026.216,1068.975,783.915,812.421,755.409,812.421,1197.252,1097.481,983.457,783.915,812.421,570.12,484.602,327.819,285.06,413.337
"Independence County, Arkansas",2009,34462,16929,17533,2377.878,2240.03,2205.568,2308.954,2033.258,2033.258,2033.258,2274.492,2274.492,2584.65,2481.264,2377.878,1895.41,1481.866,1344.018,1102.784,585.854,723.702
"Izard County, Arkansas",2009,13086,6682,6404,680.472,706.644,680.472,758.988,628.128,745.902,667.386,732.816,902.934,942.192,942.192,889.848,981.45,837.504,758.988,628.128,340.236,274.806
"Jackson County, Arkansas",2009,17038,8261,8777,1124.508,971.166,937.09,1090.432,1175.622,1226.736,1175.622,1056.356,1328.964,1192.66,1294.888,1090.432,1039.318,715.596,511.14,494.102,374.836,289.646
"Jefferson County, Arkansas",2009,79698,39196,40502,5578.86,5100.672,5499.162,6216.444,5897.652,5658.558,4622.484,4941.276,5260.068,5817.954,5817.954,5180.37,3825.504,2948.826,2231.544,1992.45,1833.054,1354.866
"Johnson County, Arkansas",2009,24576,12114,12462,1892.352,1646.592,1695.744,1646.592,1622.016,1671.168,1695.744,1376.256,1769.472,1769.472,1474.56,1474.56,1302.528,1105.92,712.704,663.552,491.52,540.672
"Lafayette County, Arkansas",2009,7715,3801,3914,347.175,555.48,447.47,640.345,501.475,362.605,362.605,285.455,624.915,601.77,555.48,617.2,416.61,308.6,401.18,308.6,223.735,138.87
"Lawrence County, Arkansas",2009,16912,8220,8692,1065.456,1133.104,980.896,1200.752,1014.72,1065.456,913.248,1031.632,1014.72,1234.576,1116.192,1065.456,1014.72,913.248,591.92,777.952,388.976,422.8
"Lee County, Arkansas",2009,10776,5932,4844,614.232,571.128,721.992,721.992,926.736,711.216,851.304,538.8,948.288,743.544,678.888,721.992,528.024,420.264,334.056,355.608,193.968,215.52
"Lincoln County, Arkansas",2009,13753,8067,5686,660.144,618.885,825.18,1402.806,1100.24,1003.969,1072.734,1031.475,1210.264,893.945,907.698,797.674,495.108,453.849,412.59,440.096,247.554,206.295
"Little River County, Arkansas",2009,12921,6368,6553,697.734,723.576,917.391,1007.838,775.26,529.761,736.497,865.707,865.707,826.944,969.075,1046.601,826.944,633.129,542.682,361.788,323.025,284.262
"Logan County, Arkansas",2009,22550,11275,11275,1375.55,1646.15,1555.95,1510.85,1172.6,1240.25,1262.8,1285.35,1646.15,1646.15,1533.4,1488.3,1353,1127.5,902,744.15,541.2,518.65
"Lonoke County, Arkansas",2009,63424,31378,32046,4503.104,5073.92,4820.224,4566.528,3742.016,4503.104,4312.832,4629.952,5264.192,4883.648,3868.864,3424.896,2854.08,2283.264,1649.024,1268.48,824.512,824.512
"Madison County, Arkansas",2009,15478,7788,7690,928.68,1269.196,897.724,1006.07,928.68,789.378,820.334,1052.504,959.636,1284.674,1098.938,1083.46,835.812,789.378,603.642,448.862,371.472,278.604
"Marion County, Arkansas",2009,16581,8212,8369,729.564,911.955,911.955,961.698,762.726,596.916,712.983,762.726,1160.67,1243.575,1260.156,1276.737,1525.452,1260.156,895.374,862.212,447.687,265.296
"Miller County, Arkansas",2009,42971,20940,22031,2964.999,3093.912,2707.173,2879.057,2707.173,3351.738,2750.144,2750.144,2922.028,3050.941,3050.941,2406.376,2449.347,1718.84,1289.13,1160.217,816.449,988.333
"Mississippi County, Arkansas",2009,46778,22404,24374,3835.796,3601.906,3601.906,3414.794,2947.014,3180.904,3040.57,2759.902,3180.904,3321.238,3227.682,2900.236,2058.232,1637.23,1356.562,1122.672,842.004,701.67
"Monroe County, Arkansas",2009,8606,3972,4634,533.572,524.966,611.026,748.722,370.058,404.482,327.028,438.906,576.602,654.056,671.268,559.39,567.996,464.724,352.846,283.998,266.786,249.574
"Montgomery County, Arkansas",2009,9064,4381,4683,498.52,543.84,652.608,589.16,353.496,371.624,371.624,561.968,561.968,706.992,652.608,725.12,607.288,616.352,435.072,398.816,244.728,163.152
"Nevada County, Arkansas",2009,9324,4592,4732,615.384,550.116,587.412,941.724,466.2,363.636,447.552,699.3,522.144,540.792,876.456,792.54,410.256,372.96,391.608,279.72,186.48,289.044
"Newton County, Arkansas",2009,8311,4236,4075,432.172,432.172,506.971,639.947,398.928,448.794,398.928,423.861,573.459,648.258,673.191,639.947,639.947,448.794,373.995,249.33,182.842,207.775
"Ouachita County, Arkansas",2009,26016,12352,13664,1769.088,1717.056,1560.96,1769.088,1534.944,1352.832,1248.768,1430.88,1769.088,1977.216,2133.312,1925.184,1430.88,1170.72,988.608,1014.624,624.384,598.368
"Perry County, Arkansas",2009,10294,5112,5182,566.17,669.11,658.816,761.756,514.7,617.64,617.64,566.17,833.814,895.578,658.816,730.874,576.464,463.23,432.348,422.054,195.586,123.528
"Phillips County, Arkansas",2009,22002,10103,11899,1958.178,1606.146,1958.178,1738.158,1342.122,1386.126,1078.098,968.088,1364.124,1474.134,1496.136,1276.116,1188.108,880.08,792.072,484.044,506.046,550.05
"Pike County, Arkansas",2009,10763,5361,5402,613.491,602.728,796.462,796.462,591.965,667.306,667.306,688.832,645.78,699.595,731.884,570.439,731.884,527.387,462.809,441.283,269.075,247.549
"Poinsett County, Arkansas",2009,24865,11974,12891,1690.82,1790.28,1740.55,1665.955,1392.44,1665.955,1516.765,1665.955,1616.225,1715.685,1765.415,1491.9,1541.63,1118.925,820.545,745.95,571.895,372.975
"Polk County, Arkansas",2009,20140,9913,10227,1309.1,1389.66,1248.68,1349.38,986.86,1047.28,986.86,1087.56,1369.52,1450.08,1409.8,1470.22,1309.1,1047.28,1007,644.48,543.78,463.22
"Pope County, Arkansas",2009,58963,29054,29909,3891.558,3773.632,3832.595,5247.707,4658.077,4304.299,3419.854,3478.817,4127.41,4186.373,3832.595,3301.928,2948.15,2122.668,2004.742,1650.964,1120.297,943.408
"Prairie County, Arkansas",2009,8776,4338,4438,456.352,535.336,482.68,509.008,702.08,377.368,465.128,456.352,623.096,623.096,719.632,666.976,526.56,544.112,315.936,351.04,193.072,236.952
"Pulaski County, Arkansas",2009,375518,179692,195826,28914.886,26286.26,24033.152,23657.634,25535.224,30041.44,26661.778,25535.224,24408.67,27412.814,27037.296,22906.598,18400.382,13143.13,10138.986,8636.914,7510.36,6383.806
"Randolph County, Arkansas",2009,18058,8808,9250,1191.828,1047.364,1191.828,1282.118,957.074,1155.712,902.9,1173.77,1137.654,1227.944,1264.06,1119.596,1227.944,758.436,884.842,686.204,541.74,325.044
"St. Francis County, Arkansas",2009,26769,13612,13157,2007.675,1954.137,1927.368,1873.83,1659.678,1820.292,1873.83,1552.602,1793.523,2061.213,1927.368,1766.754,1258.143,910.146,829.839,562.149,535.38,455.073
"Saline County, Arkansas",2009,95000,47194,47806,5605,7030,5985,6080,5320,6270,6555,7125,7125,7505,6745,5605,5700,3705,3515,2470,1710,950
"Scott County, Arkansas",2009,11170,5544,5626,681.37,793.07,793.07,860.09,804.24,502.65,469.14,692.54,826.58,759.56,692.54,703.71,636.69,692.54,480.31,279.25,290.42,245.74
"Searcy County, Arkansas",2009,8002,3944,4058,432.108,536.134,400.1,536.134,264.066,464.116,424.106,344.086,560.14,536.134,640.16,544.136,672.168,448.112,416.104,248.062,288.072,232.058
"Sebastian County, Arkansas",2009,121325,59186,62139,9706,8856.725,8128.775,8007.45,7764.8,8492.75,7764.8,7764.8,8856.725,8735.4,8371.425,7886.125,5459.625,4731.675,3275.775,2911.8,2547.825,2062.525
"Sevier County, Arkansas",2009,16516,8215,8301,1585.536,1288.248,1304.764,1205.668,1007.476,1123.088,1007.476,1370.828,1007.476,974.444,974.444,858.832,776.252,528.512,495.48,363.352,445.932,198.192
"Sharp County, Arkansas",2009,17689,8483,9206,955.206,866.761,1185.163,1079.029,725.249,884.45,831.383,937.517,1185.163,1202.852,1202.852,1273.608,1255.919,1043.651,1132.096,796.005,583.737,548.359
"Stone County, Arkansas",2009,11920,5854,6066,607.92,536.4,798.64,774.8,607.92,560.24,405.28,858.24,584.08,905.92,905.92,834.4,989.36,858.24,619.84,512.56,250.32,321.84
"Union County, Arkansas",2009,43157,20657,22500,2977.833,2848.362,2891.519,2977.833,2632.577,2416.792,2459.949,2503.106,3107.304,3323.089,3107.304,2848.362,2244.164,1812.594,1424.181,1467.338,1337.867,863.14
"Van Buren County, Arkansas",2009,16411,7938,8473,1050.304,1017.482,787.728,1033.893,771.317,869.783,738.495,672.851,1181.592,1148.77,1115.948,1198.003,1033.893,672.851,1230.825,574.385,623.618,705.673
"Washington County, Arkansas",2009,193353,96635,96718,16241.652,13921.416,11987.886,14888.181,15854.946,20688.771,14888.181,13341.357,12374.592,12374.592,11214.474,9861.003,7154.061,5220.531,4447.119,3673.707,2513.589,2706.942
"White County, Arkansas",2009,73838,36202,37636,4947.146,4947.146,4947.146,5980.878,6128.554,5020.984,4430.28,4725.632,4873.308,5094.822,4504.118,4208.766,3691.9,3027.358,2288.978,2215.14,1550.598,1329.084
"Woodruff County, Arkansas",2009,7677,3703,3974,460.62,568.098,437.589,499.005,499.005,429.912,360.819,468.297,445.266,575.775,552.744,514.359,568.098,299.403,345.465,291.726,261.018,92.124
"Yell County, Arkansas",2009,21912,10934,10978,1709.136,1599.576,1643.4,1577.664,1336.632,1358.544,1336.632,1468.104,1468.104,1490.016,1424.28,1402.368,1029.864,876.48,745.008,635.448,416.328,438.24
"Alameda County, California",2009,1457095,719873,737222,103453.745,91796.985,88882.795,90339.89,91796.985,119481.79,115110.505,115110.505,116567.6,113653.41,101996.65,88882.795,64112.18,43712.85,34970.28,30598.995,24770.615,23313.52
"Alpine County, California",2009,1153,606,547,72.639,103.77,64.568,136.054,41.508,27.672,71.486,68.027,76.098,139.513,129.136,80.71,36.896,50.732,20.754,21.907,6.918,3.459
"Amador County, California",2009,38039,20452,17587,1445.482,1635.677,2168.223,2472.535,1673.716,1635.677,1901.95,2472.535,2624.691,3119.198,3575.666,3461.549,2776.847,2168.223,1749.794,1255.287,989.014,874.897
"Butte County, California",2009,217917,107195,110722,12203.352,11985.435,13510.854,19176.696,29636.712,9806.265,9152.514,11331.684,12857.103,14600.439,15254.19,14600.439,11331.684,8716.68,7191.261,6319.593,5012.091,5230.008
"Calaveras County, California",2009,46548,23206,23342,1815.372,2187.756,3072.168,3118.716,2327.4,1768.824,1629.18,2234.304,3165.264,3863.484,4375.512,4049.676,4096.224,2746.332,2513.592,1582.632,884.412,1070.604
"Colusa County, California",2009,21001,10625,10376,1932.092,1764.084,1575.075,1743.083,1428.068,1260.06,1281.061,1176.056,1449.069,1449.069,1344.064,1134.054,966.046,861.041,483.023,441.021,399.019,336.016
"Contra Costa County, California",2009,1015571,499953,515618,68043.257,70074.399,74136.683,72105.541,60934.26,58903.118,60934.26,73121.112,82261.251,84292.393,76167.825,63980.973,50778.55,34529.414,27420.417,22342.562,18280.278,17264.707
"Del Norte County, California",2009,28729,15568,13161,1637.553,1695.011,1752.469,2011.03,2125.946,2068.488,1924.843,2039.759,1982.301,2240.862,2183.404,1723.74,1522.637,1005.515,1005.515,948.057,459.664,402.206
"El Dorado County, California",2009,175941,88325,87616,10028.637,11436.165,12491.811,13019.634,9324.873,7565.463,8269.227,10908.342,14427.162,16714.395,16010.631,13371.516,11612.106,7037.64,4926.348,3518.82,2815.056,2287.233
"Fresno County, California",2009,890750,448896,441854,79276.75,71260,74823,73041.5,70369.25,72150.75,59680.25,57008,58789.5,57898.75,52554.25,43646.75,33848.5,24941,19596.5,16033.5,13361.25,13361.25
"Glenn County, California",2009,27891,14154,13737,2175.498,2063.934,2342.844,2231.28,1952.37,1757.133,1645.569,1757.133,1757.133,1980.261,1868.697,1729.242,1199.313,1255.095,585.711,669.384,474.147,474.147
"Humboldt County, California",2009,129003,63866,65137,7611.177,6708.156,7353.171,9933.231,15351.357,8127.189,6966.162,7353.171,7482.174,9288.216,10062.234,9804.228,6708.156,4386.102,3999.093,3096.072,2451.057,2322.054
"Imperial County, California",2009,160034,83125,76909,15203.23,12002.55,13762.924,13602.89,12642.686,11202.38,10402.21,10402.21,11522.448,10722.278,9281.972,7361.564,5441.156,4480.952,4000.85,4000.85,2560.544,1760.374
"Inyo County, California",2009,17438,8565,8873,1028.842,993.966,1168.346,1081.156,976.528,714.958,819.586,802.148,1272.974,1517.106,1551.982,1482.23,1133.47,906.776,610.33,540.578,540.578,313.884
"Kern County, California",2009,780953,403976,376977,70285.77,64819.099,67942.911,64819.099,60133.381,59352.428,53104.804,52323.851,54666.71,53885.757,46076.227,36704.791,28114.308,22647.637,16400.013,12495.248,10152.389,7809.53
"Kings County, California",2009,146696,84670,62026,12322.464,11295.592,10415.416,11148.896,14522.904,13642.728,11882.376,12762.552,10415.416,9535.24,7481.496,5867.84,4547.576,3520.704,2787.224,2053.744,1613.656,1026.872
"Lake County, California",2009,64756,32036,32720,3561.58,4338.652,3885.36,4403.408,3626.336,3237.8,3043.532,3691.092,4144.384,5180.48,5374.748,4986.212,4791.944,3302.556,2460.728,1683.656,1554.144,1554.144
"Lassen County, California",2009,34428,22466,11962,1755.828,1652.544,1549.26,2100.108,2926.38,3236.232,3236.232,2960.808,3098.52,2857.524,2375.532,2168.964,1480.404,998.412,654.132,722.988,413.136,309.852
"Los Angeles County, California",2009,9785295,4850087,4935208,733897.125,665400.06,724111.83,714326.535,694755.945,802394.19,753467.715,753467.715,733897.125,704541.24,616473.585,508835.34,391411.8,283773.555,234847.08,195705.9,156564.72,136994.13
"Madera County, California",2009,144794,69804,74990,12162.696,10714.756,12741.872,11293.932,9845.992,9990.786,9701.198,9556.404,10135.58,9701.198,8977.228,8108.464,6805.318,4922.996,3475.056,2895.88,1882.322,1737.528
"Marin County, California",2009,246711,123103,123608,14062.527,13569.105,13815.816,13569.105,11842.128,10115.151,12828.972,18996.747,18996.747,21217.146,21710.568,21217.146,16529.637,11842.128,7894.752,7401.33,5674.353,5427.642
"Mariposa County, California",2009,17865,9025,8840,768.195,625.275,1214.82,911.115,875.385,1000.44,839.655,1161.225,1214.82,1500.66,1607.85,1607.85,1250.55,1125.495,786.06,589.545,428.76,393.03
"Mendocino County, California",2009,86030,43065,42965,5505.92,5075.77,5419.89,6108.13,5591.95,4817.68,4387.53,5247.83,5075.77,6280.19,6968.43,6968.43,5850.04,3957.38,2752.96,2150.75,2064.72,1892.66
"Merced County, California",2009,242235,121826,120409,22285.62,22043.385,21316.68,21801.15,18409.86,17198.685,15503.04,16229.745,15745.275,15745.275,13565.16,10900.575,8720.46,7024.815,5329.17,4360.23,3149.055,2664.585
"Modoc County, California",2009,9162,4703,4459,403.128,586.368,595.53,650.502,375.642,274.86,476.424,595.53,531.396,742.122,668.826,732.96,760.446,714.636,293.184,375.642,210.726,192.402
"Mono County, California",2009,12925,7023,5902,723.8,568.7,788.425,840.125,1163.25,1098.625,607.475,943.525,1137.4,1046.925,1021.075,788.425,827.2,697.95,245.575,219.725,103.4,116.325
"Monterey County, California",2009,404922,210686,194236,35633.136,28749.462,28344.54,30369.15,32798.682,31178.994,29154.384,27534.696,28749.462,27534.696,25105.164,21865.788,16601.802,11337.816,9313.206,8098.44,6478.752,5668.908
"Napa County, California",2009,132173,66452,65721,8194.726,8194.726,8987.764,9119.937,8459.072,7666.034,7401.688,9648.629,8855.591,10177.321,9912.975,8326.899,7798.207,5154.747,4361.709,3700.844,3039.979,3304.325
"Nevada County, California",2009,97063,48543,48520,4367.835,4561.961,6212.032,6600.284,4756.087,4173.709,3785.457,5532.591,6114.969,8153.292,8929.796,9026.859,7376.788,5532.591,3785.457,3494.268,2329.512,2232.449
"Orange County, California",2009,2976831,1488489,1488342,217308.663,202424.508,211355.001,205401.339,199447.677,229215.987,211355.001,229215.987,232192.818,226239.156,196470.846,163725.705,128003.733,95258.592,74420.775,62513.451,50606.127,44652.465
"Placer County, California",2009,332059,164194,167865,20255.599,21915.894,24240.307,22247.953,18595.304,17931.186,18263.245,23244.13,25568.543,26896.779,23908.248,21915.894,17267.068,15606.773,11622.065,9629.711,6973.239,5645.003
"Plumas County, California",2009,20550,10397,10153,883.65,883.65,1233,1356.3,739.8,719.25,780.9,1027.5,1376.85,1644,2096.1,2137.2,1644,1233,1089.15,801.45,493.2,411
"Riverside County, California",2009,2036304,1018316,1017988,160868.016,160868.016,175122.144,164940.624,134396.064,140504.976,132359.76,146613.888,146613.888,142541.28,120141.936,97742.592,81452.16,65161.728,57016.512,48871.296,34617.168,26471.952
"Sacramento County, California",2009,1375605,676045,699560,103170.375,93541.14,101794.77,97667.955,94916.745,111424.005,96292.35,97667.955,99043.56,101794.77,92165.535,77033.88,57775.41,42643.755,35765.73,28887.705,23385.285,20634.075
"San Benito County, California",2009,54752,27915,26837,4380.16,4325.408,4708.672,4544.416,3394.624,3613.632,3504.128,3996.896,4325.408,4106.4,3777.888,3066.112,2190.08,1259.296,1314.048,930.784,821.28,547.52
"San Bernardino County, California",2009,1986635,997128,989507,162904.07,162904.07,174823.88,174823.88,156944.165,143037.72,133104.545,139064.45,145024.355,143037.72,123171.37,97345.115,73505.495,51652.51,39732.7,29799.525,21852.985,19866.35
"San Diego County, California",2009,2987543,1497336,1490207,221078.182,191202.752,197177.838,212115.553,241990.983,241990.983,212115.553,215103.096,215103.096,221078.182,200165.381,164314.865,125476.806,92613.833,74688.575,65725.946,53775.774,47800.688
